Shape,Result,Number,Time
<http://SGKG4.org/shapes/Constraint1>,valid,25768,346.20340609550476
<http://SGKG4.org/shapes/Constraint5>,valid,159122,1550.5771701335907
<http://SGKG4.org/shapes/Constraint5>,valid,140794,1550.4911668300629
<http://SGKG4.org/shapes/Constraint2>,valid,64700,666.9461450576782
<http://SGKG4.org/shapes/Constraint5>,valid,149912,1550.5302078723907
<http://SGKG4.org/shapes/Constraint1>,valid,15994,346.1363215446472
<http://SGKG4.org/shapes/Constraint3>,valid,80039,951.4774498939514
<http://SGKG4.org/shapes/Constraint5>,valid,167200,1550.6111721992493
<http://SGKG4.org/shapes/Constraint4>,valid,110273,1230.65687417984
<http://SGKG4.org/shapes/Constraint2>,valid,46289,666.8675532341003
<http://SGKG4.org/shapes/Constraint3>,valid,77740,951.4674499034882
<http://SGKG4.org/shapes/Constraint2>,valid,44607,666.8605849742889
<http://SGKG4.org/shapes/Constraint2>,valid,54505,666.9045858383179
<http://SGKG4.org/shapes/Constraint5>,valid,144863,1550.509169101715
<http://SGKG4.org/shapes/Constraint2>,valid,45395,666.8635883331299
<http://SGKG4.org/shapes/Constraint2>,valid,56815,666.9145855903625
<http://SGKG4.org/shapes/Constraint1>,valid,19906,346.16837906837463
<http://SGKG4.org/shapes/Constraint4>,valid,106965,1230.6419088840485
<http://SGKG4.org/shapes/Constraint3>,violated,72845,951.4484505653381
<http://SGKG4.org/shapes/Constraint5>,valid,163830,1550.5972068309784
<http://SGKG4.org/shapes/Constraint1>,valid,7809,346.08432507514954
<http://SGKG4.org/shapes/Constraint2>,valid,37515,666.8303999900818
<http://SGKG4.org/shapes/Constraint4>,valid,109440,1230.6528747081757
<http://SGKG4.org/shapes/Constraint5>,valid,140028,1550.4872024059296
<http://SGKG4.org/shapes/Constraint1>,valid,24669,346.19741773605347
<http://SGKG4.org/shapes/Constraint3>,violated,71222,951.4414880275726
<http://SGKG4.org/shapes/Constraint4>,valid,111171,1230.6608743667603
<http://SGKG4.org/shapes/Constraint1>,valid,16352,346.13931941986084
<http://SGKG4.org/shapes/Constraint3>,valid,81309,951.4824512004852
<http://SGKG4.org/shapes/Constraint5>,valid,164136,1550.599170923233
<http://SGKG4.org/shapes/Constraint4>,valid,119984,1230.698879480362
<http://SGKG4.org/shapes/Constraint5>,valid,155750,1550.556203365326
<http://SGKG4.org/shapes/Constraint4>,valid,117063,1230.6859006881714
<http://SGKG4.org/shapes/Constraint4>,valid,114145,1230.672874212265
<http://SGKG4.org/shapes/Constraint4>,valid,131239,1230.748914718628
<http://SGKG4.org/shapes/Constraint1>,valid,32191,346.2354061603546
<http://SGKG4.org/shapes/Constraint2>,valid,62389,666.9371755123138
<http://SGKG4.org/shapes/Constraint3>,valid,77555,951.4664494991302
<http://SGKG4.org/shapes/Constraint5>,valid,159180,1550.5771701335907
<http://SGKG4.org/shapes/Constraint3>,valid,96194,951.5354528427124
<http://SGKG4.org/shapes/Constraint4>,valid,126412,1230.7288751602173
<http://SGKG4.org/shapes/Constraint2>,valid,45152,666.862585067749
<http://SGKG4.org/shapes/Constraint3>,valid,89685,951.5114493370056
<http://SGKG4.org/shapes/Constraint2>,valid,57014,666.9145855903625
<http://SGKG4.org/shapes/Constraint3>,valid,77008,951.4644498825073
<http://SGKG4.org/shapes/Constraint3>,valid,81294,951.4824512004852
<http://SGKG4.org/shapes/Constraint3>,valid,87041,951.5014493465424
<http://SGKG4.org/shapes/Constraint4>,valid,132012,1230.751914024353
<http://SGKG4.org/shapes/Constraint2>,valid,37189,666.8294010162354
<http://SGKG4.org/shapes/Constraint1>,valid,24503,346.19640612602234
<http://SGKG4.org/shapes/Constraint4>,valid,109708,1230.6538770198822
<http://SGKG4.org/shapes/Constraint3>,violated,71534,951.4424524307251
<http://SGKG4.org/shapes/Constraint1>,valid,21807,346.17940640449524
<http://SGKG4.org/shapes/Constraint4>,valid,111146,1230.659874200821
<http://SGKG4.org/shapes/Constraint1>,valid,10166,346.0993490219116
<http://SGKG4.org/shapes/Constraint4>,valid,118577,1230.6919131278992
<http://SGKG4.org/shapes/Constraint5>,valid,143739,1550.5041699409485
<http://SGKG4.org/shapes/Constraint2>,valid,56365,666.9125854969025
<http://SGKG4.org/shapes/Constraint1>,valid,21303,346.17641711235046
<http://SGKG4.org/shapes/Constraint1>,valid,17825,346.1493196487427
<http://SGKG4.org/shapes/Constraint3>,valid,91789,951.5184509754181
<http://SGKG4.org/shapes/Constraint2>,valid,51125,666.887552022934
<http://SGKG4.org/shapes/Constraint2>,valid,66074,666.9521791934967
<http://SGKG4.org/shapes/Constraint3>,violated,68411,951.4284913539886
<http://SGKG4.org/shapes/Constraint3>,violated,73976,951.4524500370026
<http://SGKG4.org/shapes/Constraint2>,valid,34497,666.8183996677399
<http://SGKG4.org/shapes/Constraint5>,valid,161038,1550.5852024555206
<http://SGKG4.org/shapes/Constraint2>,valid,52932,666.8955521583557
<http://SGKG4.org/shapes/Constraint5>,valid,145039,1550.510169506073
<http://SGKG4.org/shapes/Constraint2>,valid,45611,666.8645853996277
<http://SGKG4.org/shapes/Constraint4>,valid,109223,1230.6518757343292
<http://SGKG4.org/shapes/Constraint4>,valid,132821,1230.7558739185333
<http://SGKG4.org/shapes/Constraint1>,valid,18979,346.1583261489868
<http://SGKG4.org/shapes/Constraint2>,valid,57397,666.916585445404
<http://SGKG4.org/shapes/Constraint5>,valid,154964,1550.553203344345
<http://SGKG4.org/shapes/Constraint3>,valid,86496,951.4994494915009
<http://SGKG4.org/shapes/Constraint5>,valid,167764,1550.6142082214355
<http://SGKG4.org/shapes/Constraint4>,valid,134793,1230.7638745307922
<http://SGKG4.org/shapes/Constraint5>,valid,157549,1550.5691697597504
<http://SGKG4.org/shapes/Constraint1>,valid,8715,346.0903489589691
<http://SGKG4.org/shapes/Constraint1>,valid,12741,346.1143183708191
<http://SGKG4.org/shapes/Constraint2>,valid,62534,666.9371755123138
<http://SGKG4.org/shapes/Constraint5>,valid,152567,1550.5422022342682
<http://SGKG4.org/shapes/Constraint2>,valid,41163,666.8463985919952
<http://SGKG4.org/shapes/Constraint3>,violated,71031,951.4404854774475
<http://SGKG4.org/shapes/Constraint1>,valid,26792,346.20940685272217
<http://SGKG4.org/shapes/Constraint2>,valid,60857,666.9311423301697
<http://SGKG4.org/shapes/Constraint2>,valid,63906,666.9431774616241
<http://SGKG4.org/shapes/Constraint1>,valid,8952,346.0913484096527
<http://SGKG4.org/shapes/Constraint4>,valid,125990,1230.7268753051758
<http://SGKG4.org/shapes/Constraint3>,valid,80686,951.4794497489929
<http://SGKG4.org/shapes/Constraint2>,valid,61730,666.9341788291931
<http://SGKG4.org/shapes/Constraint4>,valid,105623,1230.6359105110168
<http://SGKG4.org/shapes/Constraint5>,valid,146469,1550.5161690711975
<http://SGKG4.org/shapes/Constraint1>,valid,18885,346.1573257446289
<http://SGKG4.org/shapes/Constraint4>,valid,108371,1230.6478765010834
<http://SGKG4.org/shapes/Constraint3>,valid,85511,951.4964497089386
<http://SGKG4.org/shapes/Constraint5>,valid,155579,1550.555202960968
<http://SGKG4.org/shapes/Constraint2>,valid,40394,666.8434023857117
<http://SGKG4.org/shapes/Constraint1>,valid,13067,346.1163263320923
<http://SGKG4.org/shapes/Constraint4>,valid,126107,1230.7268753051758
<http://SGKG4.org/shapes/Constraint1>,valid,8153,346.08732628822327
<http://SGKG4.org/shapes/Constraint3>,violated,69970,951.4354853630066
<http://SGKG4.org/shapes/Constraint2>,valid,51442,666.8895514011383
<http://SGKG4.org/shapes/Constraint3>,valid,86188,951.4984493255615
<http://SGKG4.org/shapes/Constraint3>,violated,69399,951.4334905147552
<http://SGKG4.org/shapes/Constraint4>,valid,120779,1230.7019114494324
<http://SGKG4.org/shapes/Constraint1>,valid,22743,346.18541860580444
<http://SGKG4.org/shapes/Constraint1>,valid,31498,346.23240971565247
<http://SGKG4.org/shapes/Constraint3>,valid,78276,951.4694499969482
<http://SGKG4.org/shapes/Constraint2>,valid,61497,666.9331798553467
<http://SGKG4.org/shapes/Constraint5>,valid,145621,1550.5121700763702
<http://SGKG4.org/shapes/Constraint3>,valid,95040,951.5294516086578
<http://SGKG4.org/shapes/Constraint5>,valid,146106,1550.5141689777374
<http://SGKG4.org/shapes/Constraint2>,valid,45572,666.8645853996277
<http://SGKG4.org/shapes/Constraint4>,valid,130534,1230.7468748092651
<http://SGKG4.org/shapes/Constraint5>,valid,159430,1550.5781691074371
<http://SGKG4.org/shapes/Constraint4>,valid,122196,1230.710927248001
<http://SGKG4.org/shapes/Constraint5>,valid,155678,1550.556203365326
<http://SGKG4.org/shapes/Constraint2>,valid,41476,666.8473999500275
<http://SGKG4.org/shapes/Constraint4>,valid,114543,1230.6748740673065
<http://SGKG4.org/shapes/Constraint1>,valid,32110,346.23440885543823
<http://SGKG4.org/shapes/Constraint3>,valid,86922,951.5014493465424
<http://SGKG4.org/shapes/Constraint5>,valid,161063,1550.5852024555206
<http://SGKG4.org/shapes/Constraint3>,violated,74622,951.4544501304626
<http://SGKG4.org/shapes/Constraint2>,valid,43014,666.8545854091644
<http://SGKG4.org/shapes/Constraint2>,valid,65614,666.9501779079437
<http://SGKG4.org/shapes/Constraint5>,valid,158022,1550.5711686611176
<http://SGKG4.org/shapes/Constraint5>,valid,163868,1550.5972068309784
<http://SGKG4.org/shapes/Constraint2>,valid,66354,666.9531800746918
<http://SGKG4.org/shapes/Constraint4>,valid,130546,1230.7468748092651
<http://SGKG4.org/shapes/Constraint3>,violated,73877,951.4524500370026
<http://SGKG4.org/shapes/Constraint5>,valid,150936,1550.535166978836
<http://SGKG4.org/shapes/Constraint5>,valid,152811,1550.5432047843933
<http://SGKG4.org/shapes/Constraint3>,valid,100628,951.5524852275848
<http://SGKG4.org/shapes/Constraint5>,valid,152917,1550.5432047843933
<http://SGKG4.org/shapes/Constraint5>,violated,136311,1550.4661719799042
<http://SGKG4.org/shapes/Constraint3>,violated,69546,951.4344878196716
<http://SGKG4.org/shapes/Constraint3>,valid,94722,951.5284519195557
<http://SGKG4.org/shapes/Constraint2>,valid,40935,666.8454012870789
<http://SGKG4.org/shapes/Constraint2>,valid,35073,666.8213639259338
<http://SGKG4.org/shapes/Constraint1>,valid,24925,346.19840693473816
<http://SGKG4.org/shapes/Constraint3>,valid,79631,951.4754495620728
<http://SGKG4.org/shapes/Constraint1>,valid,15036,346.1303267478943
<http://SGKG4.org/shapes/Constraint4>,valid,129200,1230.7408754825592
<http://SGKG4.org/shapes/Constraint1>,valid,13375,346.11832189559937
<http://SGKG4.org/shapes/Constraint2>,valid,42269,666.8514666557312
<http://SGKG4.org/shapes/Constraint4>,valid,104286,1230.6298787593842
<http://SGKG4.org/shapes/Constraint5>,valid,142574,1550.4991714954376
<http://SGKG4.org/shapes/Constraint4>,valid,113309,1230.6698741912842
<http://SGKG4.org/shapes/Constraint5>,valid,158818,1550.5761694908142
<http://SGKG4.org/shapes/Constraint4>,valid,110073,1230.6558747291565
<http://SGKG4.org/shapes/Constraint4>,valid,127844,1230.734875202179
<http://SGKG4.org/shapes/Constraint2>,valid,42475,666.8519883155823
<http://SGKG4.org/shapes/Constraint4>,valid,110362,1230.65687417984
<http://SGKG4.org/shapes/Constraint1>,valid,26295,346.2064173221588
<http://SGKG4.org/shapes/Constraint1>,valid,6517,346.0763647556305
<http://SGKG4.org/shapes/Constraint2>,valid,66846,666.9551775455475
<http://SGKG4.org/shapes/Constraint2>,valid,56096,666.9115881919861
<http://SGKG4.org/shapes/Constraint2>,valid,57960,666.9185857772827
<http://SGKG4.org/shapes/Constraint5>,valid,161331,1550.5872030258179
<http://SGKG4.org/shapes/Constraint4>,valid,117517,1230.6878736019135
<http://SGKG4.org/shapes/Constraint5>,valid,149928,1550.5302078723907
<http://SGKG4.org/shapes/Constraint4>,valid,103119,1230.6248779296875
<http://SGKG4.org/shapes/Constraint4>,valid,134354,1230.7618763446808
<http://SGKG4.org/shapes/Constraint1>,valid,28585,346.21937680244446
<http://SGKG4.org/shapes/Constraint1>,valid,18882,346.1573257446289
<http://SGKG4.org/shapes/Constraint3>,valid,87807,951.5054500102997
<http://SGKG4.org/shapes/Constraint5>,valid,142587,1550.4991714954376
<http://SGKG4.org/shapes/Constraint1>,valid,22461,346.18340611457825
<http://SGKG4.org/shapes/Constraint4>,valid,120022,1230.698879480362
<http://SGKG4.org/shapes/Constraint2>,valid,40240,666.8423988819122
<http://SGKG4.org/shapes/Constraint1>,valid,26333,346.207407951355
<http://SGKG4.org/shapes/Constraint3>,valid,89032,951.5094497203827
<http://SGKG4.org/shapes/Constraint3>,violated,68809,951.4294855594635
<http://SGKG4.org/shapes/Constraint5>,violated,136763,1550.4701664447784
<http://SGKG4.org/shapes/Constraint3>,violated,72512,951.4464492797852
<http://SGKG4.org/shapes/Constraint3>,valid,88986,951.5094497203827
<http://SGKG4.org/shapes/Constraint3>,valid,96797,951.5374526977539
<http://SGKG4.org/shapes/Constraint5>,valid,141229,1550.4931664466858
<http://SGKG4.org/shapes/Constraint3>,valid,77406,951.4664494991302
<http://SGKG4.org/shapes/Constraint5>,valid,159918,1550.5802025794983
<http://SGKG4.org/shapes/Constraint3>,valid,85934,951.4984493255615
<http://SGKG4.org/shapes/Constraint2>,valid,50540,666.8855516910553
<http://SGKG4.org/shapes/Constraint1>,valid,27181,346.2124056816101
<http://SGKG4.org/shapes/Constraint2>,valid,38169,666.8333992958069
<http://SGKG4.org/shapes/Constraint3>,valid,93968,951.5264520645142
<http://SGKG4.org/shapes/Constraint3>,valid,90178,951.5134494304657
<http://SGKG4.org/shapes/Constraint4>,valid,111915,1230.6638741493225
<http://SGKG4.org/shapes/Constraint1>,valid,1615,346.0434834957123
<http://SGKG4.org/shapes/Constraint2>,valid,46528,666.8695876598358
<http://SGKG4.org/shapes/Constraint4>,valid,125565,1230.7248752117157
<http://SGKG4.org/shapes/Constraint1>,valid,20982,346.1743788719177
<http://SGKG4.org/shapes/Constraint1>,valid,20978,346.1743788719177
<http://SGKG4.org/shapes/Constraint4>,valid,108523,1230.6488764286041
<http://SGKG4.org/shapes/Constraint4>,valid,120960,1230.7028765678406
<http://SGKG4.org/shapes/Constraint2>,valid,67143,666.9561789035797
<http://SGKG4.org/shapes/Constraint2>,valid,46493,666.8685500621796
<http://SGKG4.org/shapes/Constraint1>,valid,29761,346.2254104614258
<http://SGKG4.org/shapes/Constraint4>,valid,132326,1230.7538750171661
<http://SGKG4.org/shapes/Constraint5>,violated,136239,1550.465171098709
<http://SGKG4.org/shapes/Constraint4>,valid,118560,1230.6919131278992
<http://SGKG4.org/shapes/Constraint5>,valid,154315,1550.5491678714752
<http://SGKG4.org/shapes/Constraint3>,valid,88216,951.5064496994019
<http://SGKG4.org/shapes/Constraint2>,valid,53100,666.8965525627136
<http://SGKG4.org/shapes/Constraint2>,valid,35242,666.8213639259338
<http://SGKG4.org/shapes/Constraint5>,valid,143787,1550.5041699409485
<http://SGKG4.org/shapes/Constraint2>,valid,60336,666.9281749725342
<http://SGKG4.org/shapes/Constraint1>,valid,8882,346.0913484096527
<http://SGKG4.org/shapes/Constraint5>,valid,144722,1550.5081703662872
<http://SGKG4.org/shapes/Constraint4>,valid,128948,1230.7398755550385
<http://SGKG4.org/shapes/Constraint2>,valid,38916,666.8373992443085
<http://SGKG4.org/shapes/Constraint2>,valid,40870,666.8454012870789
<http://SGKG4.org/shapes/Constraint5>,valid,144501,1550.5081703662872
<http://SGKG4.org/shapes/Constraint1>,valid,14102,346.1243577003479
<http://SGKG4.org/shapes/Constraint3>,valid,98686,951.5444824695587
<http://SGKG4.org/shapes/Constraint3>,valid,98957,951.5454852581024
<http://SGKG4.org/shapes/Constraint1>,valid,1730,346.0444734096527
<http://SGKG4.org/shapes/Constraint1>,valid,23244,346.18841767311096
<http://SGKG4.org/shapes/Constraint2>,valid,62544,666.9371755123138
<http://SGKG4.org/shapes/Constraint4>,valid,120880,1230.7028765678406
<http://SGKG4.org/shapes/Constraint3>,valid,99036,951.5464880466461
<http://SGKG4.org/shapes/Constraint4>,valid,123999,1230.7178757190704
<http://SGKG4.org/shapes/Constraint2>,valid,62851,666.9391763210297
<http://SGKG4.org/shapes/Constraint3>,violated,73549,951.4504499435425
<http://SGKG4.org/shapes/Constraint3>,violated,69480,951.4334905147552
<http://SGKG4.org/shapes/Constraint2>,valid,61029,666.9311423301697
<http://SGKG4.org/shapes/Constraint3>,valid,95144,951.5304520130157
<http://SGKG4.org/shapes/Constraint1>,valid,15013,346.12932324409485
<http://SGKG4.org/shapes/Constraint3>,valid,88869,951.5084509849548
<http://SGKG4.org/shapes/Constraint5>,valid,148061,1550.5232038497925
<http://SGKG4.org/shapes/Constraint3>,valid,89529,951.5104491710663
<http://SGKG4.org/shapes/Constraint2>,valid,50891,666.8865513801575
<http://SGKG4.org/shapes/Constraint2>,valid,46546,666.8695876598358
<http://SGKG4.org/shapes/Constraint2>,valid,42458,666.8519883155823
<http://SGKG4.org/shapes/Constraint1>,valid,14112,346.1243577003479
<http://SGKG4.org/shapes/Constraint1>,valid,32392,346.23641085624695
<http://SGKG4.org/shapes/Constraint3>,valid,95903,951.5344521999359
<http://SGKG4.org/shapes/Constraint3>,violated,73784,951.4514496326447
<http://SGKG4.org/shapes/Constraint2>,valid,42626,666.8526384830475
<http://SGKG4.org/shapes/Constraint5>,valid,165962,1550.606202840805
<http://SGKG4.org/shapes/Constraint4>,valid,109876,1230.6548759937286
<http://SGKG4.org/shapes/Constraint5>,valid,166483,1550.6082029342651
<http://SGKG4.org/shapes/Constraint3>,valid,82293,951.485449552536
<http://SGKG4.org/shapes/Constraint3>,valid,76245,951.461451292038
<http://SGKG4.org/shapes/Constraint4>,valid,120531,1230.7008800506592
<http://SGKG4.org/shapes/Constraint1>,valid,32380,346.2354061603546
<http://SGKG4.org/shapes/Constraint5>,valid,145421,1550.5111696720123
<http://SGKG4.org/shapes/Constraint1>,valid,17566,346.1473181247711
<http://SGKG4.org/shapes/Constraint2>,valid,57519,666.9175853729248
<http://SGKG4.org/shapes/Constraint4>,valid,129823,1230.7428753376007
<http://SGKG4.org/shapes/Constraint1>,valid,2713,346.0504457950592
<http://SGKG4.org/shapes/Constraint5>,valid,167860,1550.6142082214355
<http://SGKG4.org/shapes/Constraint4>,valid,109633,1230.6538770198822
<http://SGKG4.org/shapes/Constraint4>,valid,125954,1230.7268753051758
<http://SGKG4.org/shapes/Constraint1>,valid,1537,346.0424528121948
<http://SGKG4.org/shapes/Constraint1>,valid,17789,346.1493196487427
<http://SGKG4.org/shapes/Constraint2>,valid,66385,666.9531800746918
<http://SGKG4.org/shapes/Constraint5>,valid,146658,1550.5171670913696
<http://SGKG4.org/shapes/Constraint5>,valid,152336,1550.541204214096
<http://SGKG4.org/shapes/Constraint4>,valid,103302,1230.6248779296875
<http://SGKG4.org/shapes/Constraint5>,valid,161655,1550.5882050991058
<http://SGKG4.org/shapes/Constraint5>,valid,140116,1550.4881999492645
<http://SGKG4.org/shapes/Constraint1>,valid,18558,346.1543622016907
<http://SGKG4.org/shapes/Constraint5>,valid,156511,1550.5592002868652
<http://SGKG4.org/shapes/Constraint5>,valid,139062,1550.4821701049805
<http://SGKG4.org/shapes/Constraint5>,valid,156746,1550.5601913928986
<http://SGKG4.org/shapes/Constraint5>,valid,147057,1550.51820230484
<http://SGKG4.org/shapes/Constraint4>,valid,116656,1230.6838750839233
<http://SGKG4.org/shapes/Constraint4>,valid,103635,1230.6268775463104
<http://SGKG4.org/shapes/Constraint1>,valid,27211,346.2124056816101
<http://SGKG4.org/shapes/Constraint2>,valid,65309,666.949177980423
<http://SGKG4.org/shapes/Constraint5>,valid,166306,1550.6082029342651
<http://SGKG4.org/shapes/Constraint4>,valid,130931,1230.7479119300842
<http://SGKG4.org/shapes/Constraint5>,valid,139204,1550.4831681251526
<http://SGKG4.org/shapes/Constraint2>,valid,64047,666.9431774616241
<http://SGKG4.org/shapes/Constraint1>,valid,18191,346.1523234844208
<http://SGKG4.org/shapes/Constraint2>,valid,48680,666.8775854110718
<http://SGKG4.org/shapes/Constraint5>,valid,153041,1550.5442032814026
<http://SGKG4.org/shapes/Constraint2>,valid,42422,666.8519883155823
<http://SGKG4.org/shapes/Constraint5>,valid,144497,1550.5071697235107
<http://SGKG4.org/shapes/Constraint1>,valid,31318,346.23140954971313
<http://SGKG4.org/shapes/Constraint5>,valid,168373,1550.6161675453186
<http://SGKG4.org/shapes/Constraint2>,valid,56632,666.9135830402374
<http://SGKG4.org/shapes/Constraint2>,valid,60456,666.9291779994965
<http://SGKG4.org/shapes/Constraint5>,violated,138563,1550.4781668186188
<http://SGKG4.org/shapes/Constraint4>,valid,113000,1230.6678738594055
<http://SGKG4.org/shapes/Constraint3>,valid,95947,951.5344521999359
<http://SGKG4.org/shapes/Constraint1>,valid,14227,346.1243577003479
<http://SGKG4.org/shapes/Constraint2>,valid,65576,666.9501779079437
<http://SGKG4.org/shapes/Constraint1>,valid,17162,346.14431715011597
<http://SGKG4.org/shapes/Constraint2>,valid,59585,666.9255881309509
<http://SGKG4.org/shapes/Constraint5>,valid,156915,1550.5611681938171
<http://SGKG4.org/shapes/Constraint1>,valid,5202,346.0687131881714
<http://SGKG4.org/shapes/Constraint1>,valid,24914,346.19840693473816
<http://SGKG4.org/shapes/Constraint4>,valid,128025,1230.7358756065369
<http://SGKG4.org/shapes/Constraint4>,valid,109793,1230.6548759937286
<http://SGKG4.org/shapes/Constraint1>,valid,5226,346.0687131881714
<http://SGKG4.org/shapes/Constraint3>,valid,88116,951.5064496994019
<http://SGKG4.org/shapes/Constraint4>,valid,120365,1230.699879169464
<http://SGKG4.org/shapes/Constraint5>,valid,159433,1550.5781691074371
<http://SGKG4.org/shapes/Constraint1>,valid,18624,346.1553478240967
<http://SGKG4.org/shapes/Constraint2>,valid,45071,666.862585067749
<http://SGKG4.org/shapes/Constraint2>,valid,59602,666.9261453151703
<http://SGKG4.org/shapes/Constraint3>,valid,77614,951.4664494991302
<http://SGKG4.org/shapes/Constraint1>,valid,2897,346.0514805316925
<http://SGKG4.org/shapes/Constraint1>,valid,19948,346.16837906837463
<http://SGKG4.org/shapes/Constraint4>,valid,132493,1230.7538750171661
<http://SGKG4.org/shapes/Constraint4>,valid,115721,1230.6798741817474
<http://SGKG4.org/shapes/Constraint1>,valid,9772,346.0963637828827
<http://SGKG4.org/shapes/Constraint4>,valid,113126,1230.6688742637634
<http://SGKG4.org/shapes/Constraint3>,valid,95133,951.5304520130157
<http://SGKG4.org/shapes/Constraint5>,valid,148449,1550.5242023468018
<http://SGKG4.org/shapes/Constraint4>,valid,123474,1230.7158751487732
<http://SGKG4.org/shapes/Constraint1>,valid,22210,346.1824061870575
<http://SGKG4.org/shapes/Constraint2>,valid,62612,666.9381940364838
<http://SGKG4.org/shapes/Constraint5>,valid,139055,1550.4821701049805
<http://SGKG4.org/shapes/Constraint1>,valid,15732,346.13432264328003
<http://SGKG4.org/shapes/Constraint1>,valid,31767,346.2334110736847
<http://SGKG4.org/shapes/Constraint2>,valid,43653,666.8565859794617
<http://SGKG4.org/shapes/Constraint4>,valid,104028,1230.6288783550262
<http://SGKG4.org/shapes/Constraint3>,valid,100070,951.5504848957062
<http://SGKG4.org/shapes/Constraint3>,valid,80832,951.4804491996765
<http://SGKG4.org/shapes/Constraint1>,valid,19772,346.1674065589905
<http://SGKG4.org/shapes/Constraint1>,valid,9458,346.0953483581543
<http://SGKG4.org/shapes/Constraint3>,valid,97771,951.541485786438
<http://SGKG4.org/shapes/Constraint2>,valid,60911,666.9311423301697
<http://SGKG4.org/shapes/Constraint1>,valid,19917,346.16837906837463
<http://SGKG4.org/shapes/Constraint3>,valid,86959,951.5014493465424
<http://SGKG4.org/shapes/Constraint3>,valid,87500,951.5034501552582
<http://SGKG4.org/shapes/Constraint3>,valid,81697,951.4834499359131
<http://SGKG4.org/shapes/Constraint3>,valid,97552,951.5404853820801
<http://SGKG4.org/shapes/Constraint1>,valid,7686,346.08432507514954
<http://SGKG4.org/shapes/Constraint4>,valid,111105,1230.659874200821
<http://SGKG4.org/shapes/Constraint5>,valid,144461,1550.5071697235107
<http://SGKG4.org/shapes/Constraint1>,valid,14960,346.12932324409485
<http://SGKG4.org/shapes/Constraint5>,valid,160426,1550.5831701755524
<http://SGKG4.org/shapes/Constraint4>,valid,111326,1230.6608743667603
<http://SGKG4.org/shapes/Constraint1>,valid,4147,346.06044244766235
<http://SGKG4.org/shapes/Constraint4>,valid,123688,1230.716875076294
<http://SGKG4.org/shapes/Constraint5>,valid,163887,1550.5981719493866
<http://SGKG4.org/shapes/Constraint2>,valid,47553,666.8735866546631
<http://SGKG4.org/shapes/Constraint4>,valid,127240,1230.7318754196167
<http://SGKG4.org/shapes/Constraint4>,valid,103947,1230.6278772354126
<http://SGKG4.org/shapes/Constraint2>,valid,60875,666.9311423301697
<http://SGKG4.org/shapes/Constraint4>,valid,126834,1230.730875492096
<http://SGKG4.org/shapes/Constraint2>,valid,41928,666.849363565445
<http://SGKG4.org/shapes/Constraint5>,valid,166294,1550.6082029342651
<http://SGKG4.org/shapes/Constraint5>,valid,154580,1550.5501687526703
<http://SGKG4.org/shapes/Constraint5>,valid,149700,1550.5292053222656
<http://SGKG4.org/shapes/Constraint3>,valid,79001,951.4734508991241
<http://SGKG4.org/shapes/Constraint4>,valid,131974,1230.751914024353
<http://SGKG4.org/shapes/Constraint4>,valid,113506,1230.670874118805
<http://SGKG4.org/shapes/Constraint2>,valid,64895,666.9471430778503
<http://SGKG4.org/shapes/Constraint4>,valid,126280,1230.727875471115
<http://SGKG4.org/shapes/Constraint2>,valid,35131,666.8213639259338
<http://SGKG4.org/shapes/Constraint2>,valid,36905,666.8284001350403
<http://SGKG4.org/shapes/Constraint2>,valid,67071,666.9561789035797
<http://SGKG4.org/shapes/Constraint2>,valid,51867,666.8905518054962
<http://SGKG4.org/shapes/Constraint2>,valid,37846,666.8323991298676
<http://SGKG4.org/shapes/Constraint1>,valid,32606,346.23641085624695
<http://SGKG4.org/shapes/Constraint4>,valid,135146,1230.7658743858337
<http://SGKG4.org/shapes/Constraint4>,valid,120660,1230.7019114494324
<http://SGKG4.org/shapes/Constraint4>,valid,132255,1230.7529141902924
<http://SGKG4.org/shapes/Constraint4>,valid,124893,1230.7218754291534
<http://SGKG4.org/shapes/Constraint4>,valid,102994,1230.623878955841
<http://SGKG4.org/shapes/Constraint2>,valid,36815,666.8284001350403
<http://SGKG4.org/shapes/Constraint1>,valid,26666,346.20940685272217
<http://SGKG4.org/shapes/Constraint3>,valid,81748,951.4834499359131
<http://SGKG4.org/shapes/Constraint3>,valid,97123,951.5394518375397
<http://SGKG4.org/shapes/Constraint1>,valid,12603,346.1143183708191
<http://SGKG4.org/shapes/Constraint1>,valid,16401,346.14031744003296
<http://SGKG4.org/shapes/Constraint2>,valid,60035,666.9271817207336
<http://SGKG4.org/shapes/Constraint2>,valid,64037,666.9431774616241
<http://SGKG4.org/shapes/Constraint5>,valid,146559,1550.5161690711975
<http://SGKG4.org/shapes/Constraint5>,violated,137017,1550.47216629982
<http://SGKG4.org/shapes/Constraint2>,valid,47096,666.8715856075287
<http://SGKG4.org/shapes/Constraint1>,valid,7043,346.0793511867523
<http://SGKG4.org/shapes/Constraint3>,valid,81904,951.4844493865967
<http://SGKG4.org/shapes/Constraint3>,valid,92104,951.519449710846
<http://SGKG4.org/shapes/Constraint4>,valid,121574,1230.7079133987427
<http://SGKG4.org/shapes/Constraint3>,violated,74417,951.4544501304626
<http://SGKG4.org/shapes/Constraint2>,valid,42035,666.8503997325897
<http://SGKG4.org/shapes/Constraint2>,valid,53164,666.8965525627136
<http://SGKG4.org/shapes/Constraint3>,valid,89679,951.5114493370056
